date,username,to,retweets,text,mentions,permalink,is Noise,clean text,text length,is null,pos_count,neg_count,related?,sentiment,system_count,services_count,reason,Date_Time
2016-07-29 23:59:22,a7mdoooz,Not given,0,#رايك_في_مصرف_الراجحي مثل stc لا خدمات ولا موظفين مثل الباقين,Not given,https://twitter.com/a7mdoooz/status/759176520724312065,not noise,رايكفيمصرفالراجحي مثل stc لا خدمات ولا موظفين مثل الباقين,57,not null,0,0,related,neutral,0,0,else,2016-07-29 23:59:22
2016-07-29 23:59:05,Shahed1409,Not given,0,#رايك_في_مصرف_الراجحي بقالة,Not given,https://twitter.com/Shahed1409/status/759176451828711424,not noise,رايكفيمصرفالراجحي بقاله,23,not null,0,0,related,neutral,0,0,else,2016-07-29 23:59:05
2016-07-29 23:58:48,00rB2,Not given,0,#رايك_في_مصرف_الراجحي محسوب أسلامي والأسلام من براء !,Not given,https://twitter.com/00rB2/status/759176381368532992,not noise,رايكفيمصرفالراجحي محسوب اسلامي والاسلام من براء,48,not null,0,0,related,negative,0,0,else,2016-07-29 23:58:48
2016-07-29 23:58:41,Ibrahim_Ojaimi,Not given,1,#رايك_في_مصرف_الراجحي اتمنى كل البنوك تصدر بطاقة وحده بس وتكون لكل شي ، نفس بنوك امريكا,Not given,https://twitter.com/Ibrahim_Ojaimi/status/759176350888493056,not noise,رايكفيمصرفالراجحي اتمني كل البنوك تصدر بطاقه وحده بس وتكون لكل شي نفس بنوك امريكا,81,not null,0,0,related,positive,0,0,else,2016-07-29 23:58:41
2016-07-29 23:58:29,nhnh5313,Not given,0,بنك خايس ومن جنبها بعشرة كيلو #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/nhnh5313/status/759176300225593344,not noise,بنك خايس ومن جنبها بعشره كيلو رايكفيمصرفالراجحي,47,not null,0,0,related,negative,0,0,else,2016-07-29 23:58:29
2016-07-29 23:57:55,haiovski,Not given,0,#رايك_في_مصرف_الراجحي بنك يعلمك اش معنى تكون عبد، بائس، منكوب،مزنوق،مزحوم، كل المسؤولين فيه اعتبرهم: ملاعين,Not given,https://twitter.com/haiovski/status/759176159259222017,not noise,رايكفيمصرفالراجحي بنك يعلمك اش معني تكون عبد بائس منكوبمزنوقمزحوم كل المسؤولين فيه اعتبرهم ملاعين,97,not null,0,0,related,negative,0,0,else,2016-07-29 23:57:55
2016-07-29 23:57:55,nalghobain,Not given,0,#رايك_في_مصرف_الراجحي من أفضل البنوك سعوديه,Not given,https://twitter.com/nalghobain/status/759176158143471617,not noise,رايكفيمصرفالراجحي من افضل البنوك سعوديه,39,not null,1,0,related,positive,0,0,else,2016-07-29 23:57:55
2016-07-29 23:57:46,Abdullhmohmd,Not given,0,#رايك_في_مصرف_الراجحي ناوي ابدل اقترحو الاحسن ؟,Not given,https://twitter.com/Abdullhmohmd/status/759176119396474880,not noise,رايكفيمصرفالراجحي ناوي ابدل اقترحو الاحسن,42,not null,0,0,related,neutral,0,0,else,2016-07-29 23:57:46
2016-07-29 23:57:43,M7MAS_404,Not given,0,بنك اشبه بعنصري لايراعيء ضروف عملائة #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/M7MAS_404/status/759176107258179584,not noise,بنك اشبه بعنصري لايراعيء ضروف عملائه رايكفيمصرفالراجحي,54,not null,0,0,related,negative,0,0,else,2016-07-29 23:57:43
2016-07-29 23:57:36,iifahad_al3nzi,Not given,0,#رايك_في_مصرف_الراجحي مافيه اكثر من صرافاتهم و ٩٩% من صرافاتهم خربانه .,Not given,https://twitter.com/iifahad_al3nzi/status/759176079869378560,not noise,رايكفيمصرفالراجحي مافيه اكثر من صرافاتهم و ٩ من صرافاتهم خربانه,64,not null,0,0,related,neutral,0,0,else,2016-07-29 23:57:36
2016-07-29 23:57:30,haifaew,Not given,0,مايعطوني فلوس #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/haifaew/status/759176052732289024,not noise,مايعطوني فلوس رايكفيمصرفالراجحي,31,not null,0,0,related,neutral,0,0,else,2016-07-29 23:57:30
2016-07-29 23:57:19,VdhevtNVinCL7He,Not given,0,صج صج بنك شايب فيه عفانه مو طبيعيه #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/VdhevtNVinCL7He/status/759176007886655488,not noise,صج صج بنك شايب فيه عفانه مو طبيعيه رايكفيمصرفالراجحي,52,not null,0,0,related,negative,0,0,else,2016-07-29 23:57:19
2016-07-29 23:57:15,Ali19841020,Not given,0,#رايك_في_مصرف_الراجحي .... أحسن من البنك السعودي الفرنسي.,Not given,https://twitter.com/Ali19841020/status/759175989737947136,not noise,رايكفيمصرفالراجحي احسن من البنك السعودي الفرنسي,47,not null,0,0,related,neutral,0,0,else,2016-07-29 23:57:15
2016-07-29 23:56:54,goodman3456,Not given,0,#رايك_في_مصرف_الراجحي ممتاز,Not given,https://twitter.com/goodman3456/status/759175903716999168,not noise,رايكفيمصرفالراجحي متاز,22,not null,0,0,related,neutral,0,0,else,2016-07-29 23:56:54
2016-07-29 23:56:53,7lm0032,Not given,0,مصرف معقد خايس غبي و سروق #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/7lm0032/status/759175898608373761,not noise,مصرف معقد خايس غبي و سروق رايكفيمصرفالراجحي,43,not null,0,0,related,negative,0,0,else,2016-07-29 23:56:53
2016-07-29 23:56:53,aaaaasssss12321,Not given,0,#رايك_في_مصرف_الراجحي يتضح التعامل السيء خصوصاً في البيع بنظام التأجير,Not given,https://twitter.com/aaaaasssss12321/status/759175897597480960,not noise,رايكفيمصرفالراجحي يتضح التعامل السيء خصوصاً في البيع بنظام التاجير,66,not null,0,1,related,negative,1,1,else,2016-07-29 23:56:53
2016-07-29 23:56:49,SaudAlghamdi640,Not given,0,#رايك_في_مصرف_الراجحي انا صراحة كنت اقول خدماته زبالة بس يوم شفت عروضه في حفل تخرج الدفعات اللي قبلي حبيت,Not given,https://twitter.com/SaudAlghamdi640/status/759175882380566532,not noise,رايكفيمصرفالراجحي انا صراحه كنت اقول خدماته زباله بس يوم شفت عروضه في حفل تخرج الدفعات الي قبلي حبيت,100,not null,0,0,related,negative,0,0,else,2016-07-29 23:56:49
2016-07-29 23:56:29,h__rf,Not given,0,#رايك_في_مصرف_الراجحي برائيي الافضل من بين البنوك الموجوده !,Not given,https://twitter.com/h__rf/status/759175795281715200,not noise,رايكفيمصرفالراجحي برائي الافضل من بين البنوك الموجوده,54,not null,1,0,related,neutral,0,0,else,2016-07-29 23:56:29
2016-07-29 23:55:09,maelfeali,Not given,0,اخيس مصرف بالسعوديه #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/maelfeali/status/759175463373770753,not noise,اخيس مصرف بالسعوديه رايكفيمصرفالراجحي,37,not null,0,1,related,neutral,0,0,else,2016-07-29 23:55:09
2016-07-29 23:54:53,flan_109,Not given,0,#رايك_في_مصرف_الراجحي #حرامي_شريف,Not given,https://twitter.com/flan_109/status/759175394666962944,not noise,رايكفيمصرفالراجحي حراميشريف,27,not null,0,0,related,neutral,0,0,else,2016-07-29 23:54:53
2016-07-29 23:54:29,al_7arb1,Not given,0,#رايك_في_مصرف_الراجحي والكوبه,Not given,https://twitter.com/al_7arb1/status/759175293131165696,not noise,رايكفيمصرفالراجحي والكوبه,25,not null,0,0,related,neutral,0,0,else,2016-07-29 23:54:29
2016-07-29 23:54:21,abu_ans0,Not given,0,اختصرها في كلمة (مخيسه) #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/abu_ans0/status/759175258557603840,not noise,اختصرها في كلمه مخيسه رايكفيمصرفالراجحي,39,not null,0,0,related,neutral,0,0,else,2016-07-29 23:54:21
2016-07-29 23:54:11,hanona0288,Not given,0,#رايك_في_مصرف_الراجحي وظفوني عندكم وصدقوني حكون مبتسمه أربعة وعشرين ساعه ع أربعة وعشرين ساعه ومش حتندمو,Not given,https://twitter.com/hanona0288/status/759175219110092800,not noise,رايكفيمصرفالراجحي وظفوني عندكم وصدقوني حكون مبتسمه اربعه وعشرين ساعه ع اربعه وعشرين ساعه ومش حتندمو,99,not null,0,0,related,neutral,0,0,else,2016-07-29 23:54:11
2016-07-29 23:53:45,QAhm,Not given,0,#رايك_في_مصرف_الراجحي مجلس إدارته يقرر بدون الجمعية العمومية توزيع ارباح هزيلة ثم ينهبون الارباح المبقاة تحت مسمى تغطية ديون معدومة,Not given,https://twitter.com/QAhm/status/759175109047386117,not noise,رايكفيمصرفالراجحي مجلس ادارته يقر بدون الجمعيه العموميه توزيع ارباح هزيله ثم ينهبون الارباح المبقاه تحت مسمي تغطيه ديون معدومه,126,not null,0,0,related,negative,0,0,else,2016-07-29 23:53:45
2016-07-29 23:53:37,Mnar19931,Not given,0,#رايك_في_مصرف_الراجحي خرا وموظفينه نفسيات كاني اطر منهم,Not given,https://twitter.com/Mnar19931/status/759175074226245632,not noise,رايكفيمصرفالراجحي خرا وموظفينه نفسيات كاني اطر منهم,51,not null,0,0,related,negative,0,0,else,2016-07-29 23:53:37
2016-07-29 23:53:22,Malk9992009,Not given,0,زيه مثل غيره ويقولون اسلامي اسم بس #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/Malk9992009/status/759175013845041152,not noise,زيه مثل غيره ويقولون اسلامي اسم بس رايكفيمصرفالراجحي,52,not null,0,0,related,negative,0,0,else,2016-07-29 23:53:22
2016-07-29 23:53:00,alshery2020,Not given,0,#رايك_في_مصرف_الراجحي البنوك كلها تمثل القاتل الصامت للمواطن وإن اختلفت اشكالها لم نجد اي مصرف وقف مع المرابطين في الحد الجنوبي.,Not given,https://twitter.com/alshery2020/status/759174918655340544,not noise,رايكفيمصرفالراجحي البنوك كلها تمثل القاتل الصامت لمواطن وان اختلفت اشكالها لم نجد اي مصرف وقف مع المرابطين في الحد الجنوبي,122,not null,0,0,related,negative,0,0,else,2016-07-29 23:53:00
2016-07-29 23:52:22,4_kkkr,Not given,0,#رايك_في_مصرف_الراجحي اسوء بنك,Not given,https://twitter.com/4_kkkr/status/759174762350379008,not noise,رايكفيمصرفالراجحي اسوء بنك,26,not null,0,1,related,neutral,0,0,else,2016-07-29 23:52:22
2016-07-29 23:52:13,ran2643da,Not given,0,#رايك_في_مصرف_الراجحي مهنا ذاك الزود,Not given,https://twitter.com/ran2643da/status/759174725318868992,not noise,رايكفيمصرفالراجحي مهنا ذاك الزود,32,not null,0,0,related,neutral,0,0,else,2016-07-29 23:52:13
2016-07-29 23:51:53,QAhm,Not given,0,"#رايك_في_مصرف_الراجحي مجلس إدارته لم يصرف الا 75 هللة لمساهميه رغم ان ارباحه اكثر من 8 مليارات ريال سنويا ينهبونها بتجزئة السهم ""منح اسهم""",Not given,https://twitter.com/QAhm/status/759174637704151040,not noise,رايكفيمصرفالراجحي مجلس ادارته لم يصرف الا 75 هله لمساهميه رغم ان ارباحه اكثر من 8 مليارات ريال سنويا ينهبونها بتجزئه السهم منح اسهم,131,not null,0,0,related,neutral,0,0,else,2016-07-29 23:51:53
2016-07-29 23:51:46,zaad36,Not given,0,العلاقة مصالح وخدمتهم لابأس بها ونتمنى منهم المزيد #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/zaad36/status/759174610311061504,not noise,العلاقه مصالح وخدمتهم لاباس بها ونتمني منهم المزيد رايكفيمصرفالراجحي,68,not null,0,0,related,positive,0,0,else,2016-07-29 23:51:46
2016-07-29 23:51:40,atlal000,Not given,0,#رايك_في_مصرف_الراجحي مهما كان فيه عيوب يظل احسن بمليووووووووون مره من الأهلي والرياض خصوصا الاهلي مدري جاي من اي عصر,Not given,https://twitter.com/atlal000/status/759174586923614208,not noise,رايكفيمصرفالراجحي مهما كان فيه عيوب يظل احسن بمليون مره من الاهلي والرياض خصوصا الاهلي مدري جاي من اي عصر,105,not null,0,0,related,negative,0,0,else,2016-07-29 23:51:40
2016-07-29 23:51:24,marria22,Not given,1,الخدمات سيئة والموظفات في بنك الراجحي اسوأ خاصة فرع طريق الامام وطريق عثمان والابتسامة معدومة نظامهم نظام تطفيش #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/marria22/status/759174517931577344,not noise,الخدمات سيئه والموظفات في بنك الراجحي اسوا خاصه فرع طريق الامام وطريق عثمان والابتسامه معدومه نظامهم نظام تطفيش رايكفيمصرفالراجحي,129,not null,0,1,related,negative,3,3,else,2016-07-29 23:51:24
2016-07-29 23:51:07,mshary22777270,Not given,0,#رايك_في_مصرف_الراجحي اتوقعه بنك ايراني بوجه سعودي من كثر نصبهم وبنك الرياض فرع اسرائيلي بحت,Not given,https://twitter.com/mshary22777270/status/759174445932089345,not noise,رايكفيمصرفالراجحي اتوقعه بنك ايراني بوجه سعودي من كثر نصبهم وبنك الرياض فرع اسرائيلي بحت,88,not null,0,0,related,negative,0,0,else,2016-07-29 23:51:07
2016-07-29 23:50:56,Sh96F,Not given,7,#رايك_في_مصرف_الراجحي (خايب),Not given,https://twitter.com/Sh96F/status/759174398561714178,not noise,رايكفيمصرفالراجحي خايب,22,not null,0,0,related,neutral,0,0,else,2016-07-29 23:50:56
2016-07-29 23:50:35,MajedAlrashoud,Not given,0,لا تقيسة ببنك اخر لم يتجاوز ١٠٠ فرع #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/MajedAlrashoud/status/759174311433363456,not noise,لا تقيسه بنك اخر لم يتجاوز ١٠ فرع رايكفيمصرفالراجحي,51,not null,0,0,related,neutral,0,0,else,2016-07-29 23:50:35
2016-07-29 23:49:53,1Ksa00966,Not given,0,#رايك_في_مصرف_الراجحي جميع المصارف والبنوك مصاصي دماء نسبة ارباحهم اعلى,Not given,https://twitter.com/1Ksa00966/status/759174134844784640,not noise,رايكفيمصرفالراجحي جميع المصارف والبنوك مصاصي دماء نسبه ارباحهم اعلي,67,not null,0,0,related,negative,0,0,else,2016-07-29 23:49:53
2016-07-29 23:49:44,MajedAlrashoud,Not given,0,المصرف الاسلامي الوحيد الذي طبق الفرع الالي الفرع الذكي #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/MajedAlrashoud/status/759174098354331648,not noise,المصرف الاسلامي الوحيد الذي طبق الفرع الالي الفرع الذكي رايكفيمصرفالراجحي,73,not null,0,0,related,neutral,0,0,else,2016-07-29 23:49:44
2016-07-29 23:49:38,kkmmoo20,Not given,0,#رايك_في_مصرف_الراجحي فرامه ضمن الفرامات الموجوده بالمملكه,Not given,https://twitter.com/kkmmoo20/status/759174073813524480,not noise,رايكفيمصرفالراجحي فرامه ضمن الفرامات الموجوده بالملكه,53,not null,0,0,related,neutral,0,0,else,2016-07-29 23:49:38
2016-07-29 23:49:27,m04j,Not given,0,#رايك_في_مصرف_الراجحي بنك متأسلم ، نجح في بداياته بسبب تجارة الوهم والصحوة,Not given,https://twitter.com/m04j/status/759174025117593601,not noise,رايكفيمصرفالراجحي بنك متاسلم نجح في بداياته بسب تجاره الوهم والصحوه,67,not null,0,0,related,negative,0,0,else,2016-07-29 23:49:27
2016-07-29 23:49:17,azaliyazaharov4,Not given,0,7x1 #سعوديات_نطالب_باسقاط_الولايه #تشفير_الدوري_السعودي #غرد_كانه_عمرك_60_سنه #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/azaliyazaharov4/status/759173985334661121,not noise,7x1 سعودياتنطالباسقاطالولايه تشفيرالدوريالسعودي غردكانهعمرك60سنه رايكفيمصرفالراجحي,82,not null,0,0,related,neutral,0,0,else,2016-07-29 23:49:17
2016-07-29 23:49:16,zrlii,Not given,0,افشل بنك #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/zrlii/status/759173980372733952,not noise,افشل بنك رايكفيمصرفالراجحي,26,not null,0,1,related,neutral,0,0,else,2016-07-29 23:49:16
2016-07-29 23:49:13,MajedAlrashoud,Not given,0,فروعه تجاوزت ال٥٠٠ فرع وصرافاته الالية تجاوزت الاربعة الاف جهاز صراف الي #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/MajedAlrashoud/status/759173967638831104,not noise,فروعه تجاوزت ال٥٠ فرع وصرافاته الاليه تجاوزت الاربعه الاف جهاز صراف الي رايكفيمصرفالراجحي,89,not null,2,0,related,neutral,0,0,else,2016-07-29 23:49:13
2016-07-29 23:48:22,mrshukr999,Not given,0,اما الان اصبح الجميع يقترض لكي يكون كالاخرين ، مد ارجولك على قد قرضك ، مفارقات عجيبة . #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/mrshukr999/status/759173754979250176,not noise,اما الان اصبح الجميع يقترض لكي يكون كالاخرين مد ارجولك علي قد قرضك مفارقات عجيبه رايكفيمصرفالراجحي,98,not null,0,0,related,negative,0,0,else,2016-07-29 23:48:22
2016-07-29 23:47:58,A_H_K67,Not given,0,#رايك_في_مصرف_الراجحي احسن مافيه فلوس صرافاته جديدة ههههههههههههه,Not given,https://twitter.com/A_H_K67/status/759173654118817792,not noise,رايكفيمصرفالراجحي احسن مافيه فلوس صرافاته جديده ه,49,not null,0,0,related,neutral,0,0,else,2016-07-29 23:47:58
2016-07-29 23:47:56,hbhb1010,Not given,0,مش ولا بد #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/hbhb1010/status/759173647206584321,not noise,مش ولا بد رايكفيمصرفالراجحي,27,not null,0,0,related,neutral,0,0,else,2016-07-29 23:47:56
2016-07-29 23:47:55,_s_s_i,Not given,0,#رايك_في_مصرف_الراجحي لحد يسبهم مابقى شي على الراتب,Not given,https://twitter.com/_s_s_i/status/759173641313583104,not noise,رايكفيمصرفالراجحي لحد يسبهم مابقي شي علي الراتب,47,not null,0,0,related,negative,0,0,else,2016-07-29 23:47:55
2016-07-29 23:47:26,MajedAlrashoud,Not given,0,المصرف الاكبر والوحيد في العالم الاسلامي #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/MajedAlrashoud/status/759173519708127233,not noise,المصرف الاكبر والوحيد في العالم الاسلامي رايكفيمصرفالراجحي,58,not null,0,0,related,neutral,0,0,else,2016-07-29 23:47:26
2016-07-29 23:47:25,Hatim56HFC,Not given,0,اسوأ بنك في المجموعه الشمسيه #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/Hatim56HFC/status/759173514750484481,not noise,اسوا بنك في المجموعه الشمسيه رايكفيمصرفالراجحي,46,not null,0,0,related,neutral,0,0,else,2016-07-29 23:47:25
2016-07-29 23:47:15,mimiksa1,Not given,1,#رايك_في_مصرف_الراجحي لحيةٍ غانمه,Not given,https://twitter.com/mimiksa1/status/759173471758905346,not noise,رايكفيمصرفالراجحي لحيهٍ غانمه,29,not null,0,0,related,neutral,0,0,else,2016-07-29 23:47:15
2016-07-29 23:47:12,mrshukr999,Not given,0,البنوك كافك بسبب اغراق البلد بالقروض ادت الى إغراق المواطنين بالديون ، في السابق كان الناس عايشين على قدهم ... يتبع #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/mrshukr999/status/759173462976004097,not noise,البنوك كافك بسب اغراق البلد بالقروض ادت الي اغراق المواطنين بالديون في السابق كان الناس عايشين علي قدهم يتبع رايكفيمصرفالراجحي,126,not null,0,0,related,negative,0,0,else,2016-07-29 23:47:12
2016-07-29 23:47:02,ofs555,Not given,0,#رايك_في_مصرف_الراجحي خايس وبقوه,Not given,https://twitter.com/ofs555/status/759173417329451008,not noise,رايكفيمصرفالراجحي خايس وبقوه,28,not null,0,0,related,positive,0,0,else,2016-07-29 23:47:02
2016-07-29 23:46:57,saudJam,Not given,0,فاشل #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/saudJam/status/759173396869615616,not noise,فاشل رايكفيمصرفالراجحي,22,not null,0,0,related,negative,0,0,else,2016-07-29 23:46:57
2016-07-29 23:46:49,_1zio,Not given,0,#رايك_في_مصرف_الراجحي زي الخرا,Not given,https://twitter.com/_1zio/status/759173364858621952,not noise,رايكفيمصرفالراجحي زي الخرا,26,not null,0,0,related,negative,0,0,else,2016-07-29 23:46:49
2016-07-29 23:45:49,majd98891407,Not given,0,زي الخراء #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/majd98891407/status/759173113515012096,not noise,زي الخراء رايكفيمصرفالراجحي,27,not null,0,0,related,negative,0,0,else,2016-07-29 23:45:49
2016-07-29 23:45:44,so8866,Not given,0,يشفطونك شفط لين تموت وإذ مت غسلوك وكفنوك مجاني وصلوا عليك في جامع الراجحي #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/so8866/status/759173091213926400,not noise,يشفطونك شفط لين تموت واذ مت غسلوك وكفنوك مجاني وصلوا عليك في جامع الراجحي رايكفيمصرفالراجحي,91,not null,0,0,related,negative,0,0,else,2016-07-29 23:45:44
2016-07-29 23:45:26,al7urf,Not given,0,#رايك_في_مصرف_الراجحي مصرف زباله ضاحك ع الناس بالشرعيه وهي بريئة منه,Not given,https://twitter.com/al7urf/status/759173016043552768,not noise,رايكفيمصرفالراجحي مصرف زباله ضاحك ع الناس بالشرعيه وهي بريئه منه,64,not null,0,0,related,negative,0,0,else,2016-07-29 23:45:26
2016-07-29 23:45:03,mouhmed1701,Not given,0,سيء للغاية #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/mouhmed1701/status/759172921759850496,not noise,سيء لغايه رايكفيمصرفالراجحي,27,not null,0,1,related,neutral,0,0,else,2016-07-29 23:45:03
2016-07-29 23:44:54,aalthaiban9596,Not given,0,#رايك_في_مصرف_الراجحي يشفط جيوب عملائه ع الطريقه الإسلاميه.,Not given,https://twitter.com/aalthaiban9596/status/759172882186530816,not noise,رايكفيمصرفالراجحي يشفط جيوب عملائه ع الطريقه الاسلاميه,54,not null,0,0,related,negative,0,0,else,2016-07-29 23:44:54
2016-07-29 23:44:52,waqai_24,Not given,0,#رايك_في_مصرف_الراجحي من أكثر البنوك جشعاً وإستغلالً للمواطن ومن أكثرها أخذً للفائدة ع القروض ..,Not given,https://twitter.com/waqai_24/status/759172875341467648,not noise,رايكفيمصرفالراجحي من اكثر البنوك جشعاً واستغلالً لمواطن ومن اكثرها اخذً لفائده ع القروض,88,not null,0,0,related,negative,0,0,else,2016-07-29 23:44:52
2016-07-29 23:44:40,jjhhmmoo8,Not given,0,خاااايس #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/jjhhmmoo8/status/759172824149987328,not noise,خايس رايكفيمصرفالراجحي,22,not null,0,0,related,neutral,0,0,else,2016-07-29 23:44:40
2016-07-29 23:44:10,vib111184,Not given,0,#رايك_في_مصرف_الراجحي عندهم فلوس واجد,Not given,https://twitter.com/vib111184/status/759172697326809088,not noise,رايكفيمصرفالراجحي عندهم فلوس واجد,33,not null,0,0,related,neutral,0,0,else,2016-07-29 23:44:10
2016-07-29 23:43:49,altwyjire,Not given,2,#رايك_في_مصرف_الراجحي كثرة فروعه وصرافاته وسهولة خدماته الإلكترونية تجعلني أغظ الطرف عن كافة عيوبه,Not given,https://twitter.com/altwyjire/status/759172608139100160,not noise,رايكفيمصرفالراجحي كثره فروعه وصرافاته وسهوله خدماته الالكترونيه تجعلني اغظ الطرف عن كافه عيوبه,94,not null,2,0,related,neutral,0,0,else,2016-07-29 23:43:49
2016-07-29 23:43:35,ff999s1,Not given,0,#رايك_في_مصرف_الراجحي يعتبر أفضل الأسوء..!!,Not given,https://twitter.com/ff999s1/status/759172551381753856,not noise,رايكفيمصرفالراجحي يعتبر افضل الاسوء,35,not null,1,1,related,positive,0,0,else,2016-07-29 23:43:35
2016-07-29 23:43:00,falcon958,Not given,0,خدمات الكترونية تلامس الكمال موظفون تحت النعال #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/falcon958/status/759172402446213120,not noise,خدمات الكترونيه تلامس الكمال موظفون تحت النعال رايكفيمصرفالراجحي,64,not null,0,0,related,neutral,0,0,else,2016-07-29 23:43:00
2016-07-29 23:42:42,saloo7ah85,Not given,0,#رايك_في_مصرف_الراجحي أحبه,Not given,https://twitter.com/saloo7ah85/status/759172326823002112,not noise,رايكفيمصرفالراجحي احبه,22,not null,0,0,related,positive,0,0,else,2016-07-29 23:42:42
2016-07-29 23:42:38,vetsh1,Not given,0,#رايك_في_مصرف_الراجحي مش كويس,Not given,https://twitter.com/vetsh1/status/759172312180588545,not noise,رايكفيمصرفالراجحي مش كويس,25,not null,0,0,related,neutral,0,0,else,2016-07-29 23:42:38
2016-07-29 23:42:36,saloo7ah85,Not given,0,#رايك_في_مصرف_الراجحي غثيث بس مافي غنى عنه,Not given,https://twitter.com/saloo7ah85/status/759172303745847296,not noise,رايكفيمصرفالراجحي غثيث بس مافي غني عنه,38,not null,0,0,related,positive,0,0,else,2016-07-29 23:42:36
2016-07-29 23:41:45,9090Wx,Not given,0,#رايك_في_مصرف_الراجحي خانق الناس كذا,Not given,https://twitter.com/9090Wx/status/759172090536886273,not noise,رايكفيمصرفالراجحي خانق الناس كذا,32,not null,0,0,related,negative,0,0,else,2016-07-29 23:41:45
2016-07-29 23:41:43,ahmadalmalke,Not given,0,#رايك_في_مصرف_الراجحي سيء وجيد ومقبول,Not given,https://twitter.com/ahmadalmalke/status/759172082278203392,not noise,رايكفيمصرفالراجحي سيء وجيد ومقبول,33,not null,0,1,related,positive,0,0,else,2016-07-29 23:41:43
2016-07-29 23:41:40,Zxc561311,Not given,0,بنك مزعج #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/Zxc561311/status/759172066675417089,not noise,بنك مزعج رايكفيمصرفالراجحي,26,not null,0,0,related,neutral,0,0,else,2016-07-29 23:41:40
2016-07-29 23:41:31,moh151_,Not given,0,كل الشعب يشتكون من البنك شسالفه . #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/moh151_/status/759172029543251968,not noise,كل الشعب يشتكون من البنك شسالفه رايكفيمصرفالراجحي,49,not null,0,0,related,negative,0,0,else,2016-07-29 23:41:31
2016-07-29 23:41:29,S3__sh,Not given,0,بالنسبه للبنوك الثانيه اهونها #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/S3__sh/status/759172020814942209,not noise,بالنسبه لبنوك الثانيه اهونها رايكفيمصرفالراجحي,46,not null,0,0,related,neutral,0,0,else,2016-07-29 23:41:29
2016-07-29 23:41:26,arwa_sy,Not given,0,اتعس بنك في الحياة #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/arwa_sy/status/759172010534731776,not noise,اتعس بنك في الحياه رايكفيمصرفالراجحي,36,not null,0,0,related,neutral,0,0,else,2016-07-29 23:41:26
2016-07-29 23:41:21,melano87me,Not given,0,تعبان #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/melano87me/status/759171989500207104,not noise,تعبان رايكفيمصرفالراجحي,23,not null,0,0,related,neutral,0,0,else,2016-07-29 23:41:21
2016-07-29 23:41:10,q_saud,Not given,0,#رايك_في_مصرف_الراجحي مثل ( البقاله ) الفرق انه يآخذ منك دون مقابل,Not given,https://twitter.com/q_saud/status/759171941475418112,not noise,رايكفيمصرفالراجحي مثل البقاله الفرق انه ياخذ منك دون مقابل,58,not null,0,0,related,negative,0,0,else,2016-07-29 23:41:10
2016-07-29 23:40:20,me_mei_00,Not given,2,#رايك_في_مصرف_الراجحي شر لابد منه,Not given,https://twitter.com/me_mei_00/status/759171732238430209,not noise,رايكفيمصرفالراجحي شر لابد منه,29,not null,0,0,related,positive,0,0,else,2016-07-29 23:40:20
2016-07-29 23:40:06,abubadralfaiz,Not given,0,انتشر انتشارًا لم يستوعبه.. وكسب ثقة لم يقدّرها !! (أقوله إجمالًا رغم بعض محاسنه). #رايك_في_مصرف_الراجحي,Not given,https://twitter.com/abubadralfaiz/status/759171675426525189,not noise,انتشر انتشارًا لم يستوعبه وكسب ثقه لم يقدّرها اقوله اجمالًا رغم بعض محاسنه رايكفيمصرفالراجحي,92,not null,0,0,related,positive,0,0,else,2016-07-29 23:40:06
